County,Candidate,Party
CLUJ,REVNIC ARLESIANA-MARIA,PARTIDUL S.O.S. ROMÂNIA
CLUJ,JURCA VALER,PARTIDUL S.O.S. ROMÂNIA
CLUJ,URCAN ALEXANDRINA,PARTIDUL S.O.S. ROMÂNIA
CLUJ,BRIE CLAUDIU-SORIN,PATRIOȚII POPORULUI ROMÂN
CLUJ,FERHANE RODICA-GAROFINA,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE

CLUJ,TASNADI ISTVAN-SZILARD,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CLUJ,LÁSZLÓ ATTILA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CLUJ,BALLA FRANCISC,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CLUJ,BODIS VASILE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CLUJ,OLÁH EMESE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CLUJ,VÁKÁR ISTVÁN-VALENTIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CLUJ,RUS VASILE-CIPRIAN,UNIUNEA SALVAȚI ROMÂNIA
CLUJ,BORDEI CRISTIAN,UNIUNEA SALVAȚI ROMÂNIA
CLUJ,RITER MARIUS,UNIUNEA SALVAȚI ROMÂNIA
CLUJ,MUSCĂ ELENA,UNIUNEA SALVAȚI ROMÂNIA
CLUJ,BLĂNIȚĂ GABRIELA,UNIUNEA SALVAȚI ROMÂNIA
CLUJ,PIȚU ADRIAN-NICOLAE,UNIUNEA SALVAȚI ROMÂNIA
CONSTANŢA,VASILIEV MARIAN,ALIANȚA NAȚIONAL CREȘTINĂ
CONSTANŢA,VLAHU NICOLAE,ALIANȚA PENTRU UNIREA ROMÂNILOR
CONSTANŢA,CUPȘA OVIDIU-SORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
CONSTANŢA,APOSTOL CĂTĂLIN-MARIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
CONSTANŢA,IOAN STELA,ALIANȚA PENTRU UNIREA ROMÂNILOR
CONSTANŢA,ISTRATE IULIAN-SORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
CONSTANŢA,MATEESCU SORIN-CRISTIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
CONSTANŢA,GIREL DOINA,ALIANȚA PENTRU UNIREA ROMÂNILOR
CONSTANŢA,TIMOFTE VERONICA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CONSTANŢA,MIHAI ION,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CONSTANŢA,MIRCIU FLORICA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CONSTANŢA,TIMOFTE VICTORIA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CONSTANŢA,ANGHEL NICOLAE-DANIEL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CONSTANŢA,ȘERBAN LAURA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CONSTANŢA,IVAN PETRE,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
CONSTANŢA,CARAGHEORGHE DUMITRU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
CONSTANŢA,BURCIU VALENTIN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
CONSTANŢA,PETRESCU SORIN-IONEL,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
CONSTANŢA,ANGHEL RADU-LIVIU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
CONSTANŢA,MUNTEANU EUGENIA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
CONSTANŢA,CIOBÎCĂ LUMINIȚA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI

CONSTANŢA,ZAMFIRA MARIAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
CONSTANŢA,TĂNASE ANTONEL,FORȚA DREPTEI
CONSTANŢA,SCARLAT LIVIU,FORȚA DREPTEI
CONSTANŢA,CĂLIN REMUS,FORȚA DREPTEI
CONSTANŢA,STÎNGĂ CARMEN-ADRIANA,FORȚA DREPTEI
CONSTANŢA,PETRUȚ MARIANA,FORȚA DREPTEI
CONSTANŢA,MAZĂRE LIVIA-DORINA,FORȚA DREPTEI
CONSTANŢA,COVAL ANDREI,FORȚA DREPTEI
CONSTANŢA,PETRE IONEL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
CONSTANŢA,CUȘA TIBERIU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
CONSTANŢA,TELEHOI IULIAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
CONSTANŢA,SURUGIU VASILICA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
CONSTANŢA,COȘA SILVIU-IULIAN,PARTIDUL NAȚIONAL LIBERAL
CONSTANŢA,BANIAS MIRCEA-MARIUS,PARTIDUL NAȚIONAL LIBERAL
CONSTANŢA,CÂMPEANU ADRIANA-TEODORA,PARTIDUL NAȚIONAL LIBERAL
CONSTANŢA,MOLDOVAN REMUS-IONUȚ,PARTIDUL NAȚIONAL LIBERAL
CONSTANŢA,MIHAI SORIN,PARTIDUL NAȚIONAL LIBERAL
CONSTANŢA,GIMA STELIAN,PARTIDUL NAȚIONAL LIBERAL
CONSTANŢA,ALI LEILA,PARTIDUL NAȚIONAL LIBERAL
CONSTANŢA,ANDRONACHE DRAGOȘ,PARTIDUL NOUA ROMÂNIE
CONSTANŢA,FRIGEOIU SILVIU-MIHNEA,PARTIDUL OAMENILOR TINERI
CONSTANŢA,POPESCU ANDREI,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
CONSTANŢA,PETRE RALUCA-BRÎNDUȘA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
CONSTANŢA,CREȚU OVIDIU,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
CONSTANŢA,BOTEA MARIAN-COSTEL,PARTIDUL ROMÂNIA ÎN ACȚIUNE
CONSTANŢA,STROE FELIX,PARTIDUL SOCIAL DEMOCRAT
CONSTANŢA,BRĂILOIU TIT-LIVIU,PARTIDUL SOCIAL DEMOCRAT
CONSTANŢA,GRASA CĂTĂLIN-NICOLAE,PARTIDUL SOCIAL DEMOCRAT
CONSTANŢA,MEVLIT GENC,PARTIDUL SOCIAL DEMOCRAT
CONSTANŢA,MARĂ LILIANA,PARTIDUL SOCIAL DEMOCRAT
CONSTANŢA,NICOLAE IRINELA,PARTIDUL SOCIAL DEMOCRAT
CONSTANŢA,DOBRESCU ROXANA-CONSUELA,PARTIDUL SOCIAL DEMOCRAT
CONSTANŢA,BITOLEANU IONUȚ-CRISTIAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT

CONSTANŢA,BOGDAN MAGDALENA-MIRELA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CONSTANŢA,CREȚEANU SORIN-VIRGIL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CONSTANŢA,ȚAPLIUC DANIELA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CONSTANŢA,STOICA MĂNDICA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CONSTANŢA,UNGUREANU MĂDĂLINA-TRAIANA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CONSTANŢA,POSTOLE VIOREL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
CONSTANŢA,SAVA CLEMENT,PARTIDUL S.O.S. ROMÂNIA
CONSTANŢA,ȘIȘU VERGIL,PARTIDUL S.O.S. ROMÂNIA
CONSTANŢA,CARAȘ MIRELA-RAMONA,PARTIDUL S.O.S. ROMÂNIA
CONSTANŢA,VOICU MARIAN-GABRIEL,PARTIDUL S.O.S. ROMÂNIA
CONSTANŢA,RADU ECATERINA,PARTIDUL S.O.S. ROMÂNIA
CONSTANŢA,TIMOFEI GHEORGHE,PARTIDUL S.O.S. ROMÂNIA
CONSTANŢA,CALOIAN CLAUDIA-FLORENȚA,PARTIDUL S.O.S. ROMÂNIA
CONSTANŢA,IFRIM ODOR-DRAGOȘ,PATRIOȚII POPORULUI ROMÂN
CONSTANŢA,GHENA CRISTIAN,ROMÂNIA SOCIALISTĂ
CONSTANŢA,FAITAȘ DUMITRU,ROMÂNIA SOCIALISTĂ
CONSTANŢA,CIOBĂNEL VICTORIȚA,ROMÂNIA SOCIALISTĂ
CONSTANŢA,NICULIȚĂ ANA,ROMÂNIA SOCIALISTĂ
CONSTANŢA,NICULIȚĂ VASILE,ROMÂNIA SOCIALISTĂ
CONSTANŢA,LEONTE VASILE,ROMÂNIA SOCIALISTĂ
CONSTANŢA,DINICU CONSTANTIN,ROMÂNIA SOCIALISTĂ
CONSTANŢA,DOBRIN ALEXANDRU,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
CONSTANŢA,DOMBI ATTILA-JÁNOS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CONSTANŢA,HAJDÓ LEVENTE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CONSTANŢA,ANTAL DANIELA-VIORICA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CONSTANŢA,ILIAZ SEFCADIN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CONSTANŢA,SEMELBAUER LARISA-PAMELA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
CONSTANŢA,NEGOI EUGEN-REMUS,UNIUNEA SALVAȚI ROMÂNIA
CONSTANŢA,DUMITRESCU CARMEN,UNIUNEA SALVAȚI ROMÂNIA
CONSTANŢA,CHIȚU COSMIN - GEORGE,UNIUNEA SALVAȚI ROMÂNIA
CONSTANŢA,MIRON VASILICA-OLGUȚA,UNIUNEA SALVAȚI ROMÂNIA
CONSTANŢA,NICOARĂ FLORENTINA - MIRELA,UNIUNEA SALVAȚI ROMÂNIA
CONSTANŢA,BEJAN VALENTIN,UNIUNEA SALVAȚI ROMÂNIA

CONSTANŢA,GORCEA ADRIAN,UNIUNEA SALVAȚI ROMÂNIA
COVASNA,WEBER FLORENTINA-IULIANA,ALIANȚA NAȚIONAL CREȘTINĂ
COVASNA,DRAGOMIR CRISTIAN-DĂNUȚ,ALIANȚA NAȚIONAL CREȘTINĂ
COVASNA,MARIAN CARMEN-ADRIANA,ALIANȚA NAȚIONAL CREȘTINĂ
COVASNA,OBREJA MARIUS-LUCIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
COVASNA,BOITIȘ GAVRIL,ALIANȚA PENTRU UNIREA ROMÂNILOR
COVASNA,CALOTĂ IONELA-RALUCA,ALIANȚA PENTRU UNIREA ROMÂNILOR
COVASNA,LEPEDAT FLORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
COVASNA,MÂRZAN NICOLAE-LEONID,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
COVASNA,BICA ION,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
COVASNA,BOERIU VIORICA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
COVASNA,OPREA MARIA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
COVASNA,RUSU LIVIU-ADRIAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
COVASNA,SEBE RĂZVAN NICOLAE,FORȚA DREPTEI
COVASNA,POPICA CRISTINA-TATIANA,FORȚA DREPTEI
COVASNA,MARIN GABRIEL-ALEXANDRU,FORȚA DREPTEI
COVASNA,SPOREA-NEGOȚ CARMEN,FORȚA DREPTEI
COVASNA,VINCZE EMIL-CSABA,PARTIDUL ECOLOGIST ROMÂN
COVASNA,DUNCA FELICIA-ANCUTA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
COVASNA,BENKŐ ALADÁR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
COVASNA,TĂTARU IOAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
COVASNA,UNGUREANU RAMONA-ELENA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
COVASNA,BORICEAN COSMIN,PARTIDUL NAȚIONAL LIBERAL
COVASNA,PASTOR NICOLAE,PARTIDUL NAȚIONAL LIBERAL
COVASNA,CRISTEA MIHAELA,PARTIDUL NAȚIONAL LIBERAL
COVASNA,BOCAN IOAN-MARCEL,PARTIDUL NAȚIONAL LIBERAL
COVASNA,COJOC MIHĂIȚĂ-GABRIEL,PARTIDUL NOUA ROMÂNIE
COVASNA,LEPEDAT CIPRIAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
COVASNA,BARBU BOGDAN,PARTIDUL SOCIAL DEMOCRAT
COVASNA,CUCU ALEXANDRU,PARTIDUL SOCIAL DEMOCRAT
COVASNA,MIKE GABRIELLA,PARTIDUL SOCIAL DEMOCRAT
COVASNA,BACIU-ANDREI MARIAN-LUCIAN,PARTIDUL SOCIAL DEMOCRAT
COVASNA,TUDORACHE DANIEL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT

COVASNA,STAN ANA-LAVINIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
COVASNA,POENARU DOREL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
COVASNA,CONSTANTIN NICOLAE,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
COVASNA,TURCITU DAN-GABRIEL,PARTIDUL SOCIAL DEMOCRAT UNIT
COVASNA,MÎNZALĂ ION,PARTIDUL S.O.S. ROMÂNIA
COVASNA,FEJER ADELA,PARTIDUL S.O.S. ROMÂNIA
COVASNA,COMȘA FLORIN-MARIAN,PARTIDUL S.O.S. ROMÂNIA
COVASNA,TĂMAȘ MARIOARA,PARTIDUL S.O.S. ROMÂNIA
COVASNA,ANDRONIC RĂZVAN-ANDREI,PATRIOȚII POPORULUI ROMÂN
COVASNA,BĂNULESCU GEORGE-LIVIU,ROMÂNIA SOCIALISTĂ
COVASNA,FEJÉR LÁSZLÓ-ÖDÖN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
COVASNA,KONDOR ÁGOTA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
COVASNA,BODÓ TÖHÖTÖM,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
COVASNA,GÁJ NÁNDOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
COVASNA,STRÎMBEANU CĂLIN-MARIAN,UNIUNEA SALVAȚI ROMÂNIA
COVASNA,MATEI RADU,UNIUNEA SALVAȚI ROMÂNIA
COVASNA,MACOVEI OANA-CĂTĂLINA,UNIUNEA SALVAȚI ROMÂNIA
COVASNA,FLOROIANU FLORENTINA,UNIUNEA SALVAȚI ROMÂNIA
DÂMBOVIŢA,MARINA ALBERT-FLORIAN,ALIANȚA NAȚIONAL CREȘTINĂ
DÂMBOVIŢA,IACOB CONSTANTIN-CIPRIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
DÂMBOVIŢA,DRAGOTĂ-ZAMFIR ANA-MARIA,ALIANȚA PENTRU UNIREA ROMÂNILOR
DÂMBOVIŢA,NIȚU IONEL,ALIANȚA PENTRU UNIREA ROMÂNILOR
DÂMBOVIŢA,SANDU GHEORGHE-SORIN,ALIANȚA PENTRU UNIREA ROMÂNILOR
DÂMBOVIŢA,CHIȚĂ MONICA,ALIANȚA PENTRU UNIREA ROMÂNILOR
DÂMBOVIŢA,MARCU FLOREA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
DÂMBOVIŢA,CROITORU MIRELA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
DÂMBOVIŢA,BERCARU SĂNDEL,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
DÂMBOVIŢA,NIȚU LILIANA,FORȚA DREPTEI
DÂMBOVIŢA,DUDESCU EUGEN-MARIAN,FORȚA DREPTEI
DÂMBOVIŢA,COJOCARU TIBERIU-FLORIN,FORȚA DREPTEI
DÂMBOVIŢA,PARASCHIV DRAGOȘ-FLORIN,FORȚA DREPTEI
DÂMBOVIŢA,BĂLTĂREȚU MARIANA,FORȚA DREPTEI
DÂMBOVIŢA,DAMIAN NICOLAE,PARTIDUL ECOLOGIST ROMÂN

DÂMBOVIŢA,MIHĂESCU ROXANA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
DÂMBOVIŢA,BOUREANU OVIDIU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
DÂMBOVIŢA,TUDORIE ADRIANA-LORENA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
DÂMBOVIŢA,GURAN VIRGIL,PARTIDUL NAȚIONAL LIBERAL
DÂMBOVIŢA,CHIRICĂ CORNEL-FLORIAN,PARTIDUL NAȚIONAL LIBERAL
DÂMBOVIŢA,DUMITRICĂ IOANA-RALUCA,PARTIDUL NAȚIONAL LIBERAL
DÂMBOVIŢA,MIRA NICOLAE-MARIAN,PARTIDUL NAȚIONAL LIBERAL
DÂMBOVIŢA,NENIȘANU ROBERT-CONSTANTIN,PARTIDUL NAȚIONAL LIBERAL
DÂMBOVIŢA,BĂNICĂ TRAIAN-MIHAI,PARTIDUL OAMENILOR TINERI
DÂMBOVIŢA,ANDRUȘCĂ ALINA-CLAUDIA,PARTIDUL OAMENILOR TINERI
DÂMBOVIŢA,MOLEAVIN ADRIAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
DÂMBOVIŢA,DOGARU GEORGETA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
DÂMBOVIŢA,ȘTEFAN ANA-MARIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
DÂMBOVIŢA,CHIRIȚESCU ALEXANDRU,PARTIDUL ROMÂNIA ÎN ACȚIUNE
DÂMBOVIŢA,STOIAN ELENA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
DÂMBOVIŢA,PETRESCU MIHAI,PARTIDUL ROMÂNIA ÎN ACȚIUNE
DÂMBOVIŢA,VLAD MARILENA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
DÂMBOVIŢA,CORLĂȚEAN TITUS,PARTIDUL SOCIAL DEMOCRAT
DÂMBOVIŢA,GILIA CLAUDIA,PARTIDUL SOCIAL DEMOCRAT
DÂMBOVIŢA,SĂLIȘTEANU IOAN-CORNELIU,PARTIDUL SOCIAL DEMOCRAT
DÂMBOVIŢA,RADU IOANA-ANTOANETA,PARTIDUL SOCIAL DEMOCRAT
DÂMBOVIŢA,BARBU DUMITRU,PARTIDUL SOCIAL DEMOCRAT
DÂMBOVIŢA,ALECU PETRE-DĂNUȚ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
DÂMBOVIŢA,LEICA GINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
DÂMBOVIŢA,DAN CLAUDIU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
DÂMBOVIŢA,OLTEAN RODICA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
DÂMBOVIŢA,CIOLOCA IOAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
DÂMBOVIŢA,NEACȘU MIRCEA,PARTIDUL SOCIAL DEMOCRAT UNIT
DÂMBOVIŢA,NEACȘU ANGELA,PARTIDUL SOCIAL DEMOCRAT UNIT
DÂMBOVIŢA,MĂCĂU MIHAELA-ADRIANA,PARTIDUL SOCIAL DEMOCRAT UNIT
DÂMBOVIŢA,ANTONIU FLORIN-SILVIU,PARTIDUL S.O.S. ROMÂNIA
DÂMBOVIŢA,LALA DORIN-GEORGE,PARTIDUL S.O.S. ROMÂNIA
DÂMBOVIŢA,VLĂȘCEANU ANAMARIA,PARTIDUL S.O.S. ROMÂNIA

DÂMBOVIŢA,GONȚILĂ NICOLETA-DANIELA,PARTIDUL S.O.S. ROMÂNIA
DÂMBOVIŢA,HARAGA-DUCEAC CIREȘICA,PARTIDUL S.O.S. ROMÂNIA
DÂMBOVIŢA,ȘOVAR GHEORGHE-COSTIN-ROBERT,PATRIOȚII POPORULUI ROMÂN
DÂMBOVIŢA,VOLF LUIZA-TANȚA,ROMÂNIA SOCIALISTĂ
DÂMBOVIŢA,VLADIMIRESCU TUDOR,ROMÂNIA SOCIALISTĂ
DÂMBOVIŢA,BOBU NICOLAE,ROMÂNIA SOCIALISTĂ
DÂMBOVIŢA,FRĂȚILOIU NICOLETA,ROMÂNIA SOCIALISTĂ
DÂMBOVIŢA,GALBENU MIRCEA-MIHAI,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
DÂMBOVIŢA,GERÉB LÁSZLÓ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
DÂMBOVIŢA,SINKA ARNOLD,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
DÂMBOVIŢA,TÓTH SARA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
DÂMBOVIŢA,BASA ZSUZSÁNNA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
DÂMBOVIŢA,NAGY LUDOVIC,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
DÂMBOVIŢA,DOBRA ELENA-ADELINA,UNIUNEA SALVAȚI ROMÂNIA
DÂMBOVIŢA,MUNTEANU ALEXANDRU,UNIUNEA SALVAȚI ROMÂNIA
DÂMBOVIŢA,STAN RĂZVAN-IULIAN,UNIUNEA SALVAȚI ROMÂNIA
DÂMBOVIŢA,IANCU SORIN,UNIUNEA SALVAȚI ROMÂNIA
DÂMBOVIŢA,ION FLORIN-EDUARD,UNIUNEA SALVAȚI ROMÂNIA
DOLJ,MARCHIDAN IONUȚ-GEORGICĂ,ALIANȚA NAȚIONAL CREȘTINĂ
DOLJ,VASILE MARIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
DOLJ,GÎDĂR ALEXANDRU,ALIANȚA PENTRU UNIREA ROMÂNILOR
DOLJ,KOÇ ANCA-GINA,ALIANȚA PENTRU UNIREA ROMÂNILOR
DOLJ,IRIMESCU LUCIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
DOLJ,STANCIU ALEXANDRA-ELISA,ALIANȚA PENTRU UNIREA ROMÂNILOR
DOLJ,MĂNESCU ALEXANDRU,ALIANȚA PENTRU UNIREA ROMÂNILOR
DOLJ,ANDRONACHE DOREL-DARIUS,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
DOLJ,ALEXANDRESCU EDUARD-CRISTIAN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
DOLJ,LĂZEANU PAVEL,FORȚA DREPTEI
DOLJ,RĂDOI CRISTI-DANIEL,FORȚA DREPTEI
DOLJ,MOTOI MIRCEA-ADRIAN,FORȚA DREPTEI
DOLJ,GHEORGHIȘOR DANIELA-CAMELIA,FORȚA DREPTEI
DOLJ,SANDU MIHAIL-GABRIEL,FORȚA DREPTEI
DOLJ,POPESCU DAN,PARTIDUL ECOLOGIST ROMÂN

DOLJ,POPA-INGINERU ROXANA-GEORGIANA,PARTIDUL LIGA ACȚIUNII NAȚIONALE
DOLJ,ILIE ȘTEFAN-MARIUS,PARTIDUL LIGA ACȚIUNII NAȚIONALE
DOLJ,RIZAN DANIELA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
DOLJ,GHEORGHE DUMITRU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
DOLJ,BUZATU ALEXANDRU-LAURENȚIU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
DOLJ,ȘENDROIU ANDREI-CORNELIU,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
DOLJ,SCÎRLETE ILIE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
DOLJ,RIZAN FLORENTIN-ȘTEFAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
DOLJ,CIUCĂ NICOLAE-IONEL,PARTIDUL NAȚIONAL LIBERAL
DOLJ,PĂSCULESCU VETA,PARTIDUL NAȚIONAL LIBERAL
DOLJ,BROSCARU IRINA-ȘTEFANA,PARTIDUL NAȚIONAL LIBERAL
DOLJ,CĂLIN COSMIN-PETRUȚ,PARTIDUL NAȚIONAL LIBERAL
DOLJ,POPA GHEORGHE,PARTIDUL NAȚIONAL LIBERAL
DOLJ,MITRICĂ CRISTIAN,PARTIDUL NAȚIONAL LIBERAL
DOLJ,MITRUȚ PAUL,PARTIDUL OAMENILOR CREDINCIOȘI
DOLJ,STOIAN IONEL,PARTIDUL OAMENILOR CREDINCIOȘI
DOLJ,TRICĂ ION,PARTIDUL OAMENILOR CREDINCIOȘI
DOLJ,MLADEN ELENA-CARMEN,PARTIDUL OAMENILOR CREDINCIOȘI
DOLJ,DĂOGARU FLORIN-MARIUS,PARTIDUL OAMENILOR TINERI
DOLJ,NEAGOE ROXANA-MARINELA,PARTIDUL OAMENILOR TINERI
DOLJ,PETRESCU MARIUS,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
DOLJ,ENACHE MARIANA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
DOLJ,SLODONEANU GABRIELA-IOANA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
DOLJ,CĂPITĂNESCU RADU-MARIUS-MIHAI,PARTIDUL ROMÂNIA ÎN ACȚIUNE
DOLJ,CHIOSA MIHAI,PARTIDUL ROMÂNIA ÎN ACȚIUNE
DOLJ,STĂNICĂ CAMELIA-OANA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
DOLJ,PRESURĂ ALEXANDRA,PARTIDUL SOCIAL DEMOCRAT
DOLJ,TĂNĂSESCU ALINA-ELENA,PARTIDUL SOCIAL DEMOCRAT
DOLJ,BARBU GHEORGHIȚA-DANIELA,PARTIDUL SOCIAL DEMOCRAT
DOLJ,RADU MARIN TRAIAN,PARTIDUL SOCIAL DEMOCRAT
DOLJ,MARIN MARIAN-VIOREL,PARTIDUL SOCIAL DEMOCRAT
DOLJ,BĂRBIERU MIHAELA-IULIANA,PARTIDUL SOCIAL DEMOCRAT
DOLJ,STANCIU CONSTANTIN-DANIEL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT

DOLJ,MĂTASA NELU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
DOLJ,CALOTĂ MIHAELA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
DOLJ,JERDOIU NUȚA,PARTIDUL S.O.S. ROMÂNIA
DOLJ,MITRACHE PAUL-MARIUS,PARTIDUL S.O.S. ROMÂNIA
DOLJ,DOBRESCU IONICA,PARTIDUL S.O.S. ROMÂNIA
DOLJ,MOANȚĂ NICOLAE,PARTIDUL S.O.S. ROMÂNIA
DOLJ,BUDURNOIU GABRIEL,PARTIDUL S.O.S. ROMÂNIA
DOLJ,DRAGOSTE COSMIN-IONUȚ,PATRIOȚII POPORULUI ROMÂN
DOLJ,DRESEN ANCA-EMILIA,PATRIOȚII POPORULUI ROMÂN
DOLJ,HAIDĂUȚU MIHAELA,PATRIOȚII POPORULUI ROMÂN
DOLJ,TETICU ROBERT-FILIP,PATRIOȚII POPORULUI ROMÂN
DOLJ,GHIȚĂ GHIORGHE,ROMÂNIA SOCIALISTĂ
DOLJ,NAE MARIUS-COSMIN,ROMÂNIA SOCIALISTĂ
DOLJ,MĂRGĂRITESCU EUGENIA-GEORGETA,ROMÂNIA SOCIALISTĂ
